Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.19     0.00      806     0.00     0.00  std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)
  0.00      0.19     0.00      802     0.00     0.00  std::initializer_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::begin() const
  0.00      0.19     0.00      800     0.00     0.00  __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::__normal_iterator(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* const&)
  0.00      0.19     0.00      648     0.00     0.00  operator new(unsigned long, void*)
  0.00      0.19     0.00      647     0.00     0.00  void std::_Construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.19     0.00      647     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::type&)
  0.00      0.19     0.00      647     0.00     0.00  void std::_Destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
  0.00      0.19     0.00      640     0.00     0.00  __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::operator++()
  0.00      0.19     0.00      640     0.00     0.00  __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::operator*() const
  0.00      0.19     0.00      640     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.19     0.00      606     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const
  0.00      0.19     0.00      466     0.00     0.00  Vector3f::operator*(float) const
  0.00      0.19     0.00      424     0.00     0.00  Vector3f::Normalize()
  0.00      0.19     0.00      408     0.00     0.00  std::unique_ptr<GLFWwindow, void (*)(GLFWwindow*)>::get() const
  0.00      0.19     0.00      408     0.00     0.00  std::__uniq_ptr_impl<GLFWwindow, void (*)(GLFWwindow*)>::_M_ptr() const
  0.00      0.19     0.00      408     0.00     0.00  std::_Head_base<0ul, GLFWwindow*, false>::_M_head(std::_Head_base<0ul, GLFWwindow*, false> const&)
  0.00      0.19     0.00      408     0.00     0.00  std::_Tuple_impl<0ul, GLFWwindow*, void (*)(GLFWwindow*)>::_M_head(std::_Tuple_impl<0ul, GLFWwindow*, void (*)(GLFWwindow*)> const&)
  0.00      0.19     0.00      408     0.00     0.00  GLFWwindow* const& std::__get_helper<0ul, GLFWwindow*, void (*)(GLFWwindow*)>(std::_Tuple_impl<0ul, GLFWwindow*, void (*)(GLFWwindow*)> const&)
  0.00      0.19     0.00      408     0.00     0.00  std::tuple_element<0ul, std::tuple<GLFWwindow*, void (*)(GLFWwindow*)> >::type const& std::get<0ul, GLFWwindow*, void (*)(GLFWwindow*)>(std::tuple<GLFWwindow*, void (*)(GLFWwindow*)> const&)
  0.00      0.19     0.00      406     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.19     0.00      406     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*)
  0.00      0.19     0.00      404     0.00     0.00  std::chrono::time_point<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_since_epoch() const
  0.00      0.19     0.00      403     0.00     0.00  unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      0.19     0.00      401     0.00     0.00  std::initializer_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::end() const
  0.00      0.19     0.00      401     0.00     0.00  std::initializer_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::size() const
  0.00      0.19     0.00      401     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
  0.00      0.19     0.00      401     0.00     0.00  std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_allocate(unsigned long)
  0.00      0.19     0.00      401     0.00     0.00  std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl::_Vector_impl(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&)
  0.00      0.19     0.00      401     0.00     0.00  std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl::~_Vector_impl()
  0.00      0.19     0.00      401     0.00     0.00  std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_deallocate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long)
  0.00      0.19     0.00      401     0.00     0.00  std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl_data::_Vector_impl_data()
  0.00      0.19     0.00      401     0.00     0.00  std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_base(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&)
  0.00      0.19     0.00      401     0.00     0.00  std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~_Vector_base()
  0.00      0.19     0.00      401     0.00     0.00  std::__new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::deallocate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long)
  0.00      0.19     0.00      401     0.00     0.00  std::__new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocate(unsigned long, void const*)
  0.00      0.19     0.00      401     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_copy<false>::__uninit_copy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
  0.00      0.19     0.00      401     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_S_max_size(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&)
  0.00      0.19     0.00      401     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_S_check_init_len(unsigned long, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&)
  0.00      0.19     0.00      401     0.00     0.00  void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_range_initialize<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::forward_iterator_tag)
  0.00      0.19     0.00      401     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(std::initializer_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&)
  0.00      0.19     0.00      401     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector()
  0.00      0.19     0.00      401     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__do_uninit_copy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
  0.00      0.19     0.00      401     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::uninitialized_copy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
  0.00      0.19     0.00      401     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_copy_a<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&)
  0.00      0.19     0.00      401     0.00     0.00  void std::_Destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
  0.00      0.19     0.00      400     0.00     0.00  Scene::GetUniformLocationIdx(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >)
  0.00      0.19     0.00      400     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::end()
  0.00      0.19     0.00      400     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::begin()
  0.00      0.19     0.00      400     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(unsigned long, char, std::allocator<char> const&)
  0.00      0.19     0.00      400     0.00     0.00  std::__cxx11::to_string(unsigned int)
  0.00      0.19     0.00      400     0.00     0.00  unsigned int std::__detail::__to_chars_len<unsigned int>(unsigned int, int)
  0.00      0.19     0.00      400     0.00     0.00  void std::__detail::__to_chars_10_impl<unsigned int>(char*, unsigned int, unsigned int)
  0.00      0.19     0.00      400     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*)
  0.00      0.19     0.00      384     0.00     0.00  Vector3f::Cross(Vector3f const&) const
  0.00      0.19     0.00      360     0.00     0.00  std::unique_ptr<Object, std::default_delete<Object> >::get() const
  0.00      0.19     0.00      360     0.00     0.00  std::unique_ptr<Object, std::default_delete<Object> >::operator->() const
  0.00      0.19     0.00      360     0.00     0.00  std::__uniq_ptr_impl<Object, std::default_delete<Object> >::_M_ptr() const
  0.00      0.19     0.00      360     0.00     0.00  std::_Head_base<0ul, Object*, false>::_M_head(std::_Head_base<0ul, Object*, false> const&)
  0.00      0.19     0.00      360     0.00     0.00  std::_Tuple_impl<0ul, Object*, std::default_delete<Object> >::_M_head(std::_Tuple_impl<0ul, Object*, std::default_delete<Object> > const&)
  0.00      0.19     0.00      360     0.00     0.00  Object* const& std::__get_helper<0ul, Object*, std::default_delete<Object> >(std::_Tuple_impl<0ul, Object*, std::default_delete<Object> > const&)
  0.00      0.19     0.00      360     0.00     0.00  std::tuple_element<0ul, std::tuple<Object*, std::default_delete<Object> > >::type const& std::get<0ul, Object*, std::default_delete<Object> >(std::tuple<Object*, std::default_delete<Object> > const&)
  0.00      0.19     0.00      342     0.00     0.00  stbi__get16be(stbi__context*)
  0.00      0.19     0.00      337     0.00     0.00  Vector3f::operator==(Vector3f const&) const
  0.00      0.19     0.00      241     0.00     0.00  Vector3f::operator+(Vector3f const&) const
  0.00      0.19     0.00      240     0.00     0.00  std::default_delete<Sphere>&& std::forward<std::default_delete<Sphere> >(std::remove_reference<std::default_delete<Sphere> >::type&)
  0.00      0.19     0.00      204     0.00     0.00  degreesToRadians(double)
  0.00      0.19     0.00      202     0.00     0.00  Scene::HandleCameraMovement(bool*)
  0.00      0.19     0.00      202     0.00     0.00  Scene::Finalise()
  0.00      0.19     0.00      202     0.00     0.00  Camera::SetFOVTo(float)
  0.00      0.19     0.00      202     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000l> >::count() const
  0.00      0.19     0.00      202     0.00     0.00  std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
  0.00      0.19     0.00      202     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000l> >, std::ratio<1l, 1000000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
  0.00      0.19     0.00      202     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&)
  0.00      0.19     0.00      202     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000l> >::duration<long, void>(long const&)
  0.00      0.19     0.00      202     0.00     0.00  std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&)
  0.00      0.19     0.00      202     0.00     0.00  std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
  0.00      0.19     0.00      171     0.00     0.00  stbi__get32be(stbi__context*)
  0.00      0.19     0.00      160     0.00     0.00  std::_Head_base<0ul, Sphere*, false>::_M_head(std::_Head_base<0ul, Sphere*, false>&)
  0.00      0.19     0.00      160     0.00     0.00  std::_Tuple_impl<0ul, Sphere*, std::default_delete<Sphere> >::_M_head(std::_Tuple_impl<0ul, Sphere*, std::default_delete<Sphere> >&)
  0.00      0.19     0.00      160     0.00     0.00  std::__uniq_ptr_impl<Sphere, std::default_delete<Sphere> >::_M_ptr()
  0.00      0.19     0.00      160     0.00     0.00  Sphere*& std::__get_helper<0ul, Sphere*, std::default_delete<Sphere> >(std::_Tuple_impl<0ul, Sphere*, std::default_delete<Sphere> >&)
  0.00      0.19     0.00      160     0.00     0.00  std::tuple_element<0ul, std::tuple<Sphere*, std::default_delete<Sphere> > >::type& std::get<0ul, Sphere*, std::default_delete<Sphere> >(std::tuple<Sphere*, std::default_delete<Sphere> >&)
  0.00      0.19     0.00      138     0.00     0.00  Scene::TranslateCamera(unsigned int, float)
  0.00      0.19     0.00      120     0.00     0.00  Object::getPosition() const
  0.00      0.19     0.00      120     0.00     0.00  Object::getDir() const
  0.00      0.19     0.00      120     0.00     0.00  Object*& std::forward<Object*&>(std::remove_reference<Object*&>::type&)
  0.00      0.19     0.00       87     0.00     0.00  stbi__zbuild_huffman(stbi__zhuffman*, unsigned char const*, int)
  0.00      0.19     0.00       82     0.00     0.00  RotateAroundAxis(Vector3f const&, Vector3f const&, float)
  0.00      0.19     0.00       82     0.00     0.00  Scene::RotateCameraFacing(unsigned int, float)
  0.00      0.19     0.00       82     0.00     0.00  Vector3f::Dot(Vector3f const&) const
  0.00      0.19     0.00       79     0.00     0.00  Scene::ResetFrameIndex()
  0.00      0.19     0.00       61     0.00     0.00  Vector3f::operator-(Vector3f const&) const
  0.00      0.19     0.00       53     0.00     0.00  stbi__get_chunk_header(stbi__context*)
  0.00      0.19     0.00       52     0.00     0.00  stbi__stdio_read(void*, char*, int)
  0.00      0.19     0.00       40     0.00     0.00  Scene::AddObject(std::unique_ptr<Object, std::default_delete<Object> >)
  0.00      0.19     0.00       40     0.00     0.00  Object::Object(Vector3f, Vector3f, float, Material::Material, bool)
  0.00      0.19     0.00       40     0.00     0.00  Object::~Object()
  0.00      0.19     0.00       40     0.00     0.00  Sphere::Sphere(Vector3f, float, Material::Material, bool)
  0.00      0.19     0.00       40     0.00     0.00  Sphere::~Sphere()
  0.00      0.19     0.00       40     0.00     0.00  Sphere::~Sphere()
  0.00      0.19     0.00       40     0.00     0.00  Material::Material::Material(Vector3f&&, Vector3f, float, float, float, bool)
  0.00      0.19     0.00       40     0.00     0.00  Object::getMaterial() const
  0.00      0.19     0.00       40     0.00     0.00  Object::getScale() const
  0.00      0.19     0.00       40     0.00     0.00  Sphere::getType() const
  0.00      0.19     0.00       40     0.00     0.00  std::default_delete<Object>::operator()(Object*) const
  0.00      0.19     0.00       40     0.00     0.00  std::_Head_base<0ul, Object*, false>::_M_head(std::_Head_base<0ul, Object*, false>&)
  0.00      0.19     0.00       40     0.00     0.00  std::_Head_base<0ul, Object*, false>::_Head_base<Object*&>(Object*&)
  0.00      0.19     0.00       40     0.00     0.00  std::_Head_base<0ul, Sphere*, false>::_Head_base()
  0.00      0.19     0.00       40     0.00     0.00  std::_Head_base<1ul, std::default_delete<Object>, true>::_M_head(std::_Head_base<1ul, std::default_delete<Object>, true>&)
  0.00      0.19     0.00       40     0.00     0.00  std::_Head_base<1ul, std::default_delete<Object>, true>::_Head_base<std::default_delete<Sphere> >(std::default_delete<Sphere>&&)
  0.00      0.19     0.00       40     0.00     0.00  std::_Head_base<1ul, std::default_delete<Sphere>, true>::_M_head(std::_Head_base<1ul, std::default_delete<Sphere>, true>&)
  0.00      0.19     0.00       40     0.00     0.00  std::_Head_base<1ul, std::default_delete<Sphere>, true>::_Head_base()
  0.00      0.19     0.00       40     0.00     0.00  std::unique_ptr<Object, std::default_delete<Object> >::get_deleter()
  0.00      0.19     0.00       40     0.00     0.00  std::unique_ptr<Object, std::default_delete<Object> >::unique_ptr<Sphere, std::default_delete<Sphere>, void>(std::unique_ptr<Sphere, std::default_delete<Sphere> >&&)
  0.00      0.19     0.00       40     0.00     0.00  std::unique_ptr<Object, std::default_delete<Object> >::~unique_ptr()
  0.00      0.19     0.00       40     0.00     0.00  std::unique_ptr<Sphere, std::default_delete<Sphere> >::get_deleter()
  0.00      0.19     0.00       40     0.00     0.00  std::unique_ptr<Sphere, std::default_delete<Sphere> >::release()
  0.00      0.19     0.00       40     0.00     0.00  std::unique_ptr<Sphere, std::default_delete<Sphere> >::unique_ptr<std::default_delete<Sphere>, void>(Sphere*)
